RDSI ID,Road Type,Road Name,Road Width (m),Road Length (m),Road Median Available,Road Pedestrian Available,Road Street Light Available,Road under ground Available,Road Bus Shelter Available
1000450300226,ULB ROAD,NEW MULLAI NAGAR,6.05,305.05,Not Available,Not Available,Available,Not Available,Not Available
1000450300227,ULB ROAD,M.G.R NAGAR,5.35,58.81,Not Available,Not Available,Available,Not Available,Not Available
1000450300228,ULB ROAD,SWAMY STREET,4.96,148.97,Not Available,Not Available,Available,Not Available,Not Available
1000450300229,ULB ROAD,SANGANOOR MAIN ROAD,7.71,88.00,Not Available,Not Available,Available,Not Available,Not Available
1000450300230,ULB ROAD,GANDHI NAGAR,4.21,71.30,Not Available,Not Available,Available,Not Available,Not Available
1000450300231,ULB ROAD,KUMARASAMY ST/ THILAI NAGAR,5.35,89.75,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300232,ULB ROAD,ANNA NAGAR (II) STREET,4.96,178.29,Not Available,Not Available,Available,Not Available,Not Available
1000450300233,ULB ROAD,AYYAVU STREET,2.78,46.98,Not Available,Not Available,Available,Not Available,Not Available
1000450300234,ULB ROAD,S P KANNUSAMY STREET,4.60,168.24,Not Available,Not Available,Available,Not Available,Not Available
1000450300235,ULB ROAD,PERIYASAMY LAYOUT,6.04,220.39,Not Available,Not Available,Available,Not Available,Not Available
1000450300236,ULB ROAD,THANGAM NAGAR,5.06,263.63,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300238,ULB ROAD,SUBBAMMAL NAGAR,6.05,99.97,Not Available,Not Available,Available,Not Available,Not Available
1000450300239,ULB ROAD,R K NAGAR,3.84,115.94,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300240,ULB ROAD,R K NAGAR,7.17,186.67,Not Available,Not Available,Available,Not Available,Not Available
1000450300241,ULB ROAD,BALAJI LAYOUT,6.05,61.11,Not Available,Not Available,Available,Not Available,Not Available
1000450300242,ULB ROAD,EDWIN NAGAR,6.05,38.27,Not Available,Not Available,Available,Not Available,Not Available
1000450300243,ULB ROAD,EDWIN NAGAR,6.05,116.72,Not Available,Not Available,Available,Not Available,Not Available
1000450300244,ULB ROAD,BALAJI LAYOUT,6.05,44.14,Not Available,Not Available,Available,Not Available,Not Available
1000450300245,ULB ROAD,RAJIV GANDHI NAGAR,3.84,247.60,Not Available,Not Available,Available,Not Available,Not Available
1000450300246,ULB ROAD,KAMAKODI NAGAR,6.05,179.70,Not Available,Not Available,Available,Not Available,Not Available
1000450300247,ULB ROAD,SUBBAMMAL NAGAR,6.05,59.04,Not Available,Not Available,Available,Not Available,Not Available
1000450300248,ULB ROAD,RAJIV GANDHI SALAI,6.05,36.20,Not Available,Not Available,Available,Not Available,Not Available
1000450300249,ULB ROAD,BALAJI LAYOUT,6.05,36.42,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300250,ULB ROAD,BALAJI LAYOUT,6.05,36.32,Not Available,Not Available,Available,Not Available,Not Available
1000450300251,ULB ROAD,BALAJI LAYOUT,6.05,35.93,Not Available,Not Available,Available,Not Available,Not Available
1000450300252,ULB ROAD,BALAJI LAYOUT,6.05,219.93,Not Available,Not Available,Available,Not Available,Not Available
1000450300253,ULB ROAD,BALAJI LAYOUT,3.26,90.65,Not Available,Not Available,Available,Not Available,Not Available
1000450300254,ULB ROAD,BALAJI LAYOUT,6.05,65.17,Not Available,Not Available,Available,Not Available,Not Available
1000450300255,ULB ROAD,BALAJI LAYOUT,6.05,43.03,Not Available,Not Available,Available,Not Available,Not Available
1000450300256,ULB ROAD,BALAJI LAYOUT,6.05,43.13,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300257,ULB ROAD,RAJIV GANDHI SALAI,6.05,23.57,Not Available,Not Available,Available,Not Available,Not Available
1000450300258,ULB ROAD,SUBBAMMAL NAGAR,6.05,41.30,Not Available,Not Available,Available,Not Available,Not Available
1000380300199,NATIONAL HIGHWAY,AVINASHI ROAD,16.68,188.46,Available,Not Available,Not Available,Not Available,Not Available
1000370300472,NATIONAL HIGHWAY,AVINASHI ROAD,29.20,48.51,Available,Available,Available,Not Available,Not Available
1000450300259,ULB ROAD,NEW MULLAI NAGAR,6.05,402.38,Not Available,Not Available,Available,Not Available,Not Available
1000450300260,ULB ROAD,RAJIV GANDHI SALAI,6.05,347.85,Not Available,Not Available,Available,Not Available,Not Available
1000450300261,ULB ROAD,SUBBAMMAL NAGAR,6.05,94.91,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300263,ULB ROAD,ANNA NAGAR,5.06,34.47,Not Available,Not Available,Available,Not Available,Not Available
1000450300264,ULB ROAD,VELLAMMAL STREET,5.06,113.55,Not Available,Not Available,Available,Not Available,Not Available
1000450300265,ULB ROAD,ANNA NAGAR,5.06,119.42,Not Available,Not Available,Available,Not Available,Not Available
1000450300266,ULB ROAD,ANNA NAGAR,5.06,36.44,Not Available,Not Available,Available,Not Available,Not Available
1000450300267,ULB ROAD,NANDHI NAGAR,5.06,115.25,Not Available,Not Available,Available,Not Available,Not Available
1000450300268,ULB ROAD,THAIR ETTERY ROAD,5.12,50.18,Not Available,Not Available,Available,Not Available,Not Available
1000450300269,ULB ROAD,GANDHI NAGAR,4.25,132.32,Not Available,Not Available,Available,Not Available,Not Available
1000450300270,ULB ROAD,KANNAN NAGAR,7.12,27.00,Not Available,Not Available,Available,Not Available,Not Available
1000450300271,ULB ROAD,S P KANNUSAMY STREET,4.60,27.72,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300272,ULB ROAD,CHINNATHAMBI STREET,5.35,206.92,Not Available,Not Available,Available,Not Available,Not Available
1000450300273,ULB ROAD,M.G.R NAGAR,5.35,62.03,Not Available,Not Available,Available,Not Available,Not Available
1000450300274,ULB ROAD,M.G.R NAGAR,5.35,77.75,Not Available,Not Available,Available,Not Available,Not Available
1000450300275,ULB ROAD,LENIN NAGAR,4.22,87.22,Not Available,Not Available,Available,Not Available,Not Available
1000450300276,ULB ROAD,PATHI GOUNDER THOTTAM,3.33,21.26,Not Available,Not Available,Available,Not Available,Not Available
1000450300277,ULB ROAD,RAJIV GANDHI SALAI,6.05,12.19,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300278,ULB ROAD,RAJIV GANDHI SALAI,6.05,36.97,Not Available,Not Available,Available,Not Available,Not Available
1000450300279,ULB ROAD,RAJIV GANDHI SALAI,6.05,50.90,Not Available,Not Available,Available,Not Available,Not Available
1000450300280,ULB ROAD,RAJIV GANDHI SALAI,6.05,114.74,Not Available,Not Available,Available,Not Available,Not Available
1000450300281,ULB ROAD,RAJIV GANDHI SALAI,6.05,20.88,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300282,ULB ROAD,PATHI GOUNDER THOTTAM,4.56,60.33,Not Available,Not Available,Available,Not Available,Not Available
1000450300283,ULB ROAD,THILAI NAGAR,5.35,14.66,Not Available,Not Available,Available,Not Available,Not Available
1000450300284,ULB ROAD,RAJIV GANDHI SALAI,6.05,42.25,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300285,ULB ROAD,RAJIV GANDHI SALAI,6.05,44.97,Not Available,Not Available,Available,Not Available,Not Available
1000450300286,ULB ROAD,RAJIV GANDHI SALAI,6.05,130.28,Not Available,Not Available,Available,Not Available,Not Available
1000450300308,ULB ROAD,R G NAGAR,4.48,126.35,Not Available,Not Available,Available,Not Available,Not Available
1000450300316,ULB ROAD,NARAYANASAMY GOUNDER STREET,7.72,29.77,Not Available,Not Available,Available,Not Available,Not Available
1000450300317,ULB ROAD,NARAYANASAMY GOUNDER STREET,7.72,29.51,Not Available,Not Available,Available,Not Available,Not Available
1000450300357,ULB ROAD,NALLAMPALAYAM ROAD,6.77,1.81,Not Available,Not Available,Not Available,Not Available,Not Available
1000540300140,ULB ROAD,BHARATHIYAR ROAD,13.36,75.12,Available,Not Available,Available,Not Available,Not Available
1000540300141,ULB ROAD,BHARATHIYAR ROAD,13.36,64.25,Available,Not Available,Available,Not Available,Not Available
1000450300377,ULB ROAD,PATHI GOUNDER THOTTAM,4.56,160.87,Not Available,Not Available,Available,Not Available,Not Available
1000450300381,ULB ROAD,GANDHI NAGAR,5.55,41.47,Not Available,Not Available,Available,Not Available,Not Available
1000450300382,ULB ROAD,LENIN NAGAR,4.96,218.88,Not Available,Not Available,Available,Not Available,Not Available
1000450300386,ULB ROAD,S P KANNUSAMY STREET,7.43,44.27,Not Available,Not Available,Available,Not Available,Not Available
1000450300396,ULB ROAD,NARAYANASAMY LAYOUT,5.12,71.49,Not Available,Not Available,Available,Not Available,Not Available
1000450300428,ULB ROAD,THILAI NAGAR,5.35,72.25,Not Available,Not Available,Available,Not Available,Not Available
1000450300433,ULB ROAD,LAKSHMIAMMAL STREET,5.35,73.06,Not Available,Not Available,Available,Not Available,Not Available
1000450300458,ULB ROAD,NARAYANASAMY LAYOUT,4.54,57.97,Not Available,Not Available,Available,Not Available,Not Available
1000450300461,ULB ROAD,KANNAPPA NAGAR 8TH STREET,4.29,69.42,Not Available,Not Available,Available,Not Available,Not Available
1000450300464,ULB ROAD,PATHI GOUNDER THOTTAM,4.56,50.28,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300479,ULB ROAD,SUBBAMMAL NAGAR,6.05,31.15,Not Available,Not Available,Available,Not Available,Not Available
1000450300480,ULB ROAD,PATHI GOUNDER THOTTAM,4.56,155.53,Not Available,Not Available,Available,Not Available,Not Available
1000450300482,ULB ROAD,SANGANOOR MAIN ROAD,7.71,11.90,Not Available,Not Available,Available,Not Available,Not Available
1000450300484,ULB ROAD,NARAYANASAMY LAYOUT,5.12,44.06,Not Available,Not Available,Available,Not Available,Not Available
1000450300481,ULB ROAD,PATHI GOUNDER THOTTAM,4.56,36.47,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300478,ULB ROAD,BALAJI LAYOUT,6.05,41.86,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300477,ULB ROAD,BALAJI LAYOUT,6.05,38.60,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300476,ULB ROAD,KANNAPPA NAGAR 9TH STREET,4.29,45.26,Not Available,Not Available,Available,Not Available,Not Available
1000450300475,ULB ROAD,KAMACHI NAGAR,4.46,32.81,Not Available,Not Available,Available,Not Available,Not Available
1000450300474,ULB ROAD,R G NAGAR,5.12,46.87,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300473,ULB ROAD,SHANMUGA GOUNDER STREET,3.50,51.46,Not Available,Not Available,Available,Not Available,Not Available
1000450300472,ULB ROAD,KAMARAJAPURAM,7.02,27.61,Not Available,Not Available,Available,Not Available,Not Available
1000450300471,ULB ROAD,VEDHAMBAL NAGAR,2.71,25.18,Not Available,Not Available,Available,Not Available,Not Available
1000450300470,ULB ROAD,GANDHI NAGAR,4.21,30.11,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300469,ULB ROAD,PATHI GOUNDER THOTTAM,4.96,25.27,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300468,ULB ROAD,RANGAPPAN STREET,2.85,37.07,Not Available,Not Available,Available,Not Available,Not Available
1000450300467,ULB ROAD,RAJIV GANDHI SALAI,6.05,18.46,Not Available,Not Available,Available,Not Available,Not Available
1000450300466,ULB ROAD,KAMARAJAPURAM  FIRST STREET,7.02,47.15,Not Available,Not Available,Available,Not Available,Not Available
1000450300465,ULB ROAD,PATHI GOUNDER THOTTAM,4.56,22.45,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300463,ULB ROAD,THILAI NAGAR,5.35,16.03,Not Available,Not Available,Available,Not Available,Not Available
1000450300462,ULB ROAD,S P KANNUSAMY STREET,9.75,5.58,Not Available,Not Available,Not Available,Not Available,Not Available
1000380300006,ULB ROAD,BLACK MARIAMMAN KOIL STREET,9.54,15.71,Not Available,Not Available,Not Available,Not Available,Not Available
1000410301020,ULB ROAD,KATTABOMMAN STREET,7.20,7.37,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300459,ULB ROAD,VELLAMMAL STREET,6.47,47.28,Not Available,Not Available,Available,Not Available,Not Available
1000450300457,ULB ROAD,NANDHI NAGAR,5.06,8.74,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300456,ULB ROAD,KANNAPPA NAGAR FIRST STREET,4.29,103.89,Not Available,Not Available,Available,Not Available,Not Available
1000450300455,ULB ROAD,KANNAPPA NAGAR 2ND STREET,4.29,101.79,Not Available,Not Available,Available,Not Available,Not Available
1000450300454,ULB ROAD,KANNAPPA NAGAR 8TH STREET,4.29,57.76,Not Available,Not Available,Available,Not Available,Not Available
1000450300453,ULB ROAD,KANNAPPA NAGAR 10TH  STREET,4.29,32.10,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300452,ULB ROAD,KANNAPPA NAGAR 6TH STREET,4.29,82.69,Not Available,Not Available,Available,Not Available,Not Available
1000450300451,ULB ROAD,MURUGAN NAGAR (II) STREET CROSS-1,5.12,47.73,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300450,ULB ROAD,MURUGAN NAGAR (I) STREET,3.90,166.07,Not Available,Not Available,Available,Not Available,Not Available
1000450300449,ULB ROAD,KAMACHI NAGAR,6.96,118.17,Not Available,Not Available,Available,Not Available,Not Available
1000450300448,ULB ROAD,S P KANNUSAMY STREET,8.06,11.58,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300447,ULB ROAD,MURUGAN NAGAR (II) STREET,5.12,37.94,Not Available,Not Available,Available,Not Available,Not Available
1000450300446,ULB ROAD,ARUL NAGAR,4.22,40.89,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300445,ULB ROAD,SARADHAMANI STREET,5.35,65.70,Not Available,Not Available,Available,Not Available,Not Available
1000450300444,ULB ROAD,PAL MARIAMMAN KOVIL STREET,5.35,39.05,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300443,ULB ROAD,THILAI NAGAR,5.35,23.66,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300442,ULB ROAD,THILAI NAGAR,5.35,57.45,Not Available,Not Available,Available,Not Available,Not Available
1000450300441,ULB ROAD,ANBU NAGAR / THILAI NAGAR,5.35,51.80,Not Available,Not Available,Available,Not Available,Not Available
1000450300440,ULB ROAD,MURUGAN NAGAR (III) STREET,4.48,35.94,Not Available,Not Available,Available,Not Available,Not Available
1000450300439,ULB ROAD,MURUGAN NAGAR (II) STREET CROSS-3,5.12,56.20,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300438,ULB ROAD,MURUGAN NAGAR (II) STREET CROSS-4,5.12,29.57,Not Available,Not Available,Available,Not Available,Not Available
1000450300437,ULB ROAD,MURUGAN NAGAR (II) STREET CROSS-4,5.12,39.20,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300436,ULB ROAD,NARAYANASAMY LAYOUT,6.86,96.66,Not Available,Not Available,Available,Not Available,Not Available
1000450300435,ULB ROAD,ARUL NAGAR,5.35,47.23,Not Available,Not Available,Available,Not Available,Not Available
1000450300434,ULB ROAD,ARUL NAGAR,5.35,25.60,Not Available,Not Available,Available,Not Available,Not Available
1000450300432,ULB ROAD,THANDAL RAMAN  STREET,3.66,33.74,Not Available,Not Available,Not Available,Not Available,Not Available
1000450300431,ULB ROAD,S P KANNUSAMY STREET,4.62,122.47,Not Available,Not Available,Available,Not Available,Not Available
1000500300044,ULB ROAD,DR.RADHAKRISHNAN ROAD,3.67,44.19,Not Available,Not Available,Not Available,Available,Not Available
1000500300045,ULB ROAD,DR.RADHAKRISHNAN ROAD,11.04,96.06,Not Available,Not Available,Available,Available,Not Available
1000500300047,ULB ROAD,DR.RADHAKRISHNAN ROAD,11.04,93.84,Not Available,Not Available,Available,Available,Not Available
1000740300006,ULB ROAD,ARUNACHALAM COLONY,4.17,41.79,Not Available,Not Available,Not Available,Not Available,Not Available
1000470300021,ULB ROAD,VELAN NAGAR,6.16,33.42,Not Available,Not Available,Available,Not Available,Not Available
1000670300049,ULB ROAD,THIRUVALLUVAR NAGAR,10.51,84.06,Not Available,Not Available,Available,Available,Not Available
1000500300134,ULB ROAD,TATABAD STREET 4,10.29,207.63,Not Available,Not Available,Available,Available,Not Available
1000500300130,ULB ROAD,SANGANUR PALLAM,4.29,31.03,Not Available,Not Available,Available,Available,Not Available
1000500300129,ULB ROAD,TATABAD STREET 1,11.25,143.79,Not Available,Not Available,Available,Available,Not Available
1000500300128,ULB ROAD,ARIGNAR ANNA COLONY-NORTH,7.37,82.05,Not Available,Not Available,Available,Available,Not Available
1000500300127,ULB ROAD,RAJU NAIDU ROAD,31.53,50.15,Not Available,Not Available,Available,Available,Not Available
1000500300126,ULB ROAD,SANGANUR PALLAM,2.92,30.37,Not Available,Not Available,Available,Available,Not Available
1000500300125,ULB ROAD,SANGANUR PALLAM,2.90,31.35,Not Available,Not Available,Not Available,Available,Not Available
1000500300124,ULB ROAD,DR.SIVANANDA NAGAR,10.89,72.52,Not Available,Not Available,Available,Available,Not Available
1000500300123,ULB ROAD,TATABAD STREET 1,12.98,70.78,Not Available,Not Available,Available,Available,Not Available
1000500300122,ULB ROAD,SANGANUR PALLAM,4.06,31.40,Not Available,Not Available,Available,Available,Not Available
1000500300121,ULB ROAD,SANGANUR PALLAM,5.13,31.85,Not Available,Not Available,Available,Available,Not Available
1000500300120,ULB ROAD,SANGANUR PALLAM,4.28,32.27,Not Available,Not Available,Available,Available,Not Available
1000500300119,ULB ROAD,DR.SIVANANDA NAGAR,14.71,72.69,Not Available,Not Available,Available,Available,Not Available
